tokens,pos_tags
"By 1983 , the volatile , complex currents of Iraq 's political culture , Saddam 's essentially family and clan rule , and the now crude , now subtle layering of Sunni and Shia in the Ba'athist bureaucracy and plutocracy , as well as the wartime distrust and savage repression of a suspect , subordinate Shia majority , were well known to outside intelligence agencies as well as scholars and journalists .","IN CD , DT JJ , JJ NNS IN NNP POS JJ NN , NNP POS RB NN CC NN NN , CC DT RB JJ , RB JJ NN IN NNP CC NNP IN DT NNP NN CC NN , RB RB IN DT NN NN CC JJ NN IN DT JJ , JJ NNP NN , VBD RB JJ IN JJ NN NNS RB RB IN NNS CC NNS ."
Our nation 's founding father recessed John Rutledge on to the Supreme Court only to see him formally rejected by the Senate after one term /.,PRP$ NN POS VBG NN VBD NNP NNP IN IN DT NNP NNP RB TO VB PRP RB VBN IN DT NNP IN CD NN .
they need help /.,PRP VBP NN .
"Months would go by where I would n't get a decent night 's sleep , where it would literally feel like I could n't sleep /.","NNS MD VB RB WRB PRP MD RB VB DT JJ NN POS NN , WRB PRP MD RB VB IN PRP MD RB VB ."
He used some harsh language that I would disagree with /.,PRP VBD DT JJ NN WDT PRP MD VB IN .
And I have already made some uh efforts to put him into a particular program where he would uh be effective /.,CC PRP VBP RB VBN DT UH NNS TO VB PRP IN DT JJ NN WRB PRP MD UH VB JJ .
first we 'll hear from the President /.,RB PRP MD VB IN DT NNP .
Bill Goodman Professor Yoo Professor Dershowitz thanks very much /.,NNP NNP NNP NNP NNP NNP NNS RB RB .
Uh it 's going to be a long night and a long couple of days as we 're trying to piece together uh the information exactly what occured in those terrible moments before the shooting /.,UH PRP VBZ VBG TO VB DT JJ NN CC DT JJ NN IN NNS IN PRP VBP VBG TO VB RB UH DT NN RB WP VBD IN DT JJ NNS IN DT NN .
"Coming up , conservative radio talk show hosts say the media is missing the story in Iraq /.","VBG RP , JJ NN NN NN NNS VBP DT NN VBZ VBG DT NN IN NNP ."
and many of those same people are back in power /.,CC JJ IN DT JJ NNS VBP RB IN NN .
We 're not sure if it 's all part of the rumors that go around after these type of incidents do occur /.,PRP VBP RB JJ IN PRP VBZ DT NN IN DT NNS WDT VBP RB IN DT NN IN NNS VBP VB .
Did you have to try several medications /?,VBD PRP VB TO VB JJ NNS .
Be mad at Bobby /.,VB JJ IN NNP .
They do n't get it /.,PRP VBP RB VB PRP .
Have we heard that they 're pulling out from this system /?,VBP PRP VBN IN PRP VBP VBG RB IN DT NN .
Because it 's just been such a black eye diplomatically /.,IN PRP VBZ RB VBN PDT DT JJ NN RB .
Chapter seven resolution essentially gives uh the UN or the Security Council the ability to compel a state to act /.,NN CD NN RB VBZ UH DT NNP CC DT NNP NNP DT NN TO VB DT NN TO VB .
Of course there is /.,RB RB EX VBZ .
I mean I have to tell you that when I married my first husband Bruce I went into hiding for the first year /.,PRP VBP PRP VBP TO VB PRP IN WRB PRP VBD PRP$ JJ NN NNP PRP VBD IN NN IN DT JJ NN .
but was there a sense of relief closure I do n't know what the word is to use when you heard that finally they had found Taylor /?,CC VBD EX DT NN IN NN NN PRP VBP RB VB WP DT NN VBZ TO VB WRB PRP VBD IN RB PRP VBD VBN NNP .
or you 're out /.,CC PRP VBP RB .
They tend to be more in the House than the Senate /.,PRP VBP TO VB RBR IN DT NNP IN DT NNP .
And on one hand he basically says that he is uh you know appalled that a teacher would do this to a child /.,CC IN CD NN PRP RB VBZ IN PRP VBZ UH PRP VBP VBN IN DT NN MD VB DT IN DT NN .
No /.,UH .
Do they like us /.,VBP PRP VB PRP .
uh Senator McConnell you 've been trying to support the White House /.,UH NNP NNP PRP VBP VBN VBG TO VB DT NNP NNP .
it was your comment eh that you said how would you feel if you were on one of those floors /.,PRP VBD PRP$ NN UH WDT PRP VBD WRB MD PRP VB IN PRP VBD IN CD IN DT NNS .
Professor Dershowitz does the US torture /?,NNP NNP VBZ DT NNP VB .
Maybe I feel like I 'm campaign - managing for Giuliani /.,RB PRP VBP IN PRP VBP NN HYPH VBG IN NNP .
Then the President leads an attack on the media /.,RB DT NNP VBZ DT NN IN DT NNS .
A lot of the players /-,DT NN IN DT NNS .
I think you look at the totality of his career and what you see is a judge squarely within the mainstream /.,PRP VBP PRP VBP IN DT NN IN PRP$ NN CC WP PRP VBP VBZ DT NN RB IN DT NN .
Uh and to ask the people to say yes to that constitution on the fifteenth of October we will say this is your future and this Saddam Hussein gone into the past and gone with the wind if you like /.,UH CC TO VB DT NNS TO VB UH IN DT NN IN DT NN IN NNP PRP MD VB DT VBZ PRP$ NN CC DT NNP NNP VBN IN DT NN CC VBN IN DT NN IN PRP VBP .
And a considerable number uh of the multinational forces will probably leave Iraq uh by before the end of next year /.,CC DT JJ NN UH IN DT JJ NNS MD RB VB NNP UH IN IN DT NN IN JJ NN .
They do want a timetable for bringing home the troops /.,PRP VBP VB DT NN IN VBG RB DT NNS .
And then this /.,CC RB DT .
You watch those lawyers in your committee /.,PRP VBP DT NNS IN PRP$ NN .
Do n't go away /.,VB RB VB RB .
The filibuster fight to please Democratic activists could alienate the kind of centrists who vote for both George Bush and Ben Nelson in the same state which is why the word filibuster makes Ben Nelson dance /.,DT NN NN TO VB JJ NNS MD VB DT NN IN NNS WP VBP IN CC NNP NNP CC NNP NNP IN DT JJ NN WDT VBZ WRB DT NN NN VBZ NNP NNP VB .
I think you got a very difficult legal uh challenge ahead of you /.,PRP VBP PRP VBP DT RB JJ JJ UH NN RB IN PRP .
but I never would have taken the action to kill myself um just cause I 'm a real nice girl and a pleaser and I could n't have done that to my family /.,CC PRP RB MD VB VBN DT NN TO VB PRP UH RB IN PRP VBP DT RB JJ NN CC DT NN CC PRP MD RB VB VBN DT IN PRP$ NN .
You know it 's been more than seven months now since Terri Schiavo 's life came to an end /.,PRP VBP PRP VBZ VBN JJR IN CD NNS RB IN NNP NNP POS NN VBD IN DT NN .
Well ladies and gentlemen we passed the test /.,UH NNS CC NNS PRP VBD DT NN .
um In my heart of hearts I definitely know /.,UH IN PRP$ NN IN NNS PRP RB VBP .
In fact there could be some federal laws that have been violated here /.,IN NN EX MD VB DT JJ NNS WDT VBP VBN VBN RB .
He is five eleven one seventy two convicted of sexually abusing a minor /.,PRP VBZ CD CD CD CD CD VBN IN RB VBG DT NN .
Do you believe this is to me /-,VBP PRP VB DT VBZ IN PRP .
and I think it would be a mistake to mischaracterize him simply as a tough or a tough guy or a bully /.,CC PRP VBP PRP MD VB DT NN TO VB PRP RB IN DT NN CC DT JJ NN CC DT NN .
The far right is afraid she 's not far enough to the right /.,DT JJ NN VBZ JJ PRP VBZ RB RB JJ IN DT NN .
He 's powerful at any audience Republican Democrat or otherwise /.,PRP VBZ JJ IN DT NN JJ JJ CC RB .
Now remember /.,UH VB .
And countries that say /-,CC NNS WDT VBP .
But I 've got to tell you I just do n't see from the casualty numbers which continue to be about the same even getting worse /.,CC PRP VBP VBN TO VB PRP PRP RB VBP RB VB IN DT NN NNS WDT VBP TO VB RB DT JJ RB VBG JJR .
Balance /.,NN .
That 's why the president is going to be speaking there /.,DT VBZ WRB DT NN VBZ VBG TO VB VBG RB .
Favorability fifty three percent in our latest gallop poll /.,NN CD CD NN IN PRP$ JJS NNP NN .
"That is , it did not --","RB RB , PRP VBD RB ."
In fact we can see that he is sort of determined on this issue to fight against neighboring countries to the end .,IN NN PRP MD VB IN PRP VBZ RB RB JJ IN DT NN TO VB IN NN NNS IN DT NN .
But the Russian ambassador is the source /.,CC DT JJ NN VBZ DT NN .
and obviously when Secretary of State Rice and the President weigh in uh this is of uh uh extreme importance at the highest levels /.,CC RB WRB NNP IN NNP NNP CC DT NNP VBP RP UH DT VBZ IN UH UH JJ NN IN DT JJS NNS .
"Well , as we mentioned earlier at the beginning , eh , a very important purpose for Koizumi to go to attend the APEC leaders ' summit in Pusan this time is to see if he could try to improve the relations with neighboring countries through talks with President Roh Moo - hyun , as if he were clutching at a life - saving straw .","UH , IN PRP VBD RBR IN DT NN , UH , DT RB JJ NN IN NNP TO VB TO VB DT NNP NNS POS NN IN NNP DT NN VBZ TO VB IN PRP MD VB TO VB DT NNS IN NN NNS IN NNS IN NNP NNP NNP HYPH NNP , IN IN PRP VBD VBG IN DT NN HYPH VBG NN ."
Here 's CNN 's Heidi Collins /.,RB VBZ NNP POS NNP NNP .
Right now they 're not talking /.,RB RB PRP VBP RB VBG .
so I 'm focusing on the policies and what needs to be done to change those policies /.,RB PRP VBP VBG IN DT NNS CC WP VBZ TO VB VBN TO VB DT NNS .
Yeah /.,UH .
We saw a very sanitized version of it /.,PRP VBD DT RB JJ NN IN PRP .
Uh the police department decided that we 're going to pursue charges on the behalf of /.,UH DT NN NN VBD IN PRP VBP VBG TO VB NNS IN DT NN IN .
Right /.,UH .
For some answers Kim called in another expert Elizabeth English a professor who studies how buildings weather hurricanes /.,IN DT NNS NNP VBD RP DT NN NNP NNP DT NN WP VBZ WRB NNS VBP NNS .
So the idea is to show uh lawmakers the better part of what 's happening there /.,RB DT NN VBZ TO VB UH NNS DT JJR NN IN WP VBZ VBG RB .
All right before I get to Mr. Eckert uh Karen if you can lay out the story for us a little bit /.,RB RB IN PRP VBP IN NNP NNP UH NNP IN PRP MD VB RP DT NN IN PRP DT JJ NN .
I believe the term is wag the dog /.,PRP VBP DT NN VBZ VB DT NN .
"That a fighting force should be best attuned to the battlefield and adversary of the moment -- modern , adaptable , quick , and informed -- should have been self - evident , on the order of the bloody lesson 80 years before of the Tsarist cavalry charging entrenched machine guns in the Russo - Japanese War .","IN DT VBG NN MD VB RBS JJ IN DT NN CC NN IN DT NN : JJ , JJ , JJ , CC JJ : MD VB VBN NN HYPH JJ , IN DT NN IN DT JJ NN CD NNS RB IN DT JJ NN VBG VBN NN NNS IN DT JJ HYPH JJ NNP ."
Uh let me uh give you some uh well approximate figures /.,UH VB PRP UH VB PRP DT UH UH JJ NNS .
Never before -- not even in the post-World War II heyday of the powerful China Lobby with its formidable grip on Capitol Hill but not within the upper reaches of the Executive itself -- had so many of such uncritical adherence to the policies of a foreign power been so well placed in Washington .,RB RB : RB RB IN DT JJ JJ JJ NN IN DT JJ NNP NNP IN PRP$ JJ NN IN NNP NNP CC RB IN DT JJ NNS IN DT NNP PRP : VBD RB JJ IN JJ JJ NN IN DT NNS IN DT JJ NN VBN RB RB VBN IN NNP .
He lost his seven childrens plus eh his wife and eh his mom /.,PRP VBD PRP$ CD NNS CC UH PRP$ NN CC UH PRP$ NN .
So the issue is whether people are hurt by something that had arguably been previously disclosed /.,RB DT NN VBZ IN NNS VBP VBN IN NN WDT VBD RB VBN RB VBN .
"The APEC meeting is being held these days in Pusan , South Korea .","DT NNP NN VBZ VBG VBN DT NNS IN NNP , NNP NNP ."
Bill Goodman you believe that 's uh a slippery slope /.,NNP NNP PRP VBP DT VBZ UH DT JJ NN .
Uh I want to follow Rob Portman 's style of uh continued leadership /.,UH PRP VBP TO VB NNP NNP POS NN IN UH VBN NN .
The double standard is not between male and female but between real rape non-consensual and statutory rape consensual /.,DT JJ NN VBZ RB IN JJ CC JJ CC IN JJ NN JJ CC JJ NN JJ .
Is he /?,VBZ PRP .
but a lot of lives are on the line here /. /.,CC DT NN IN NNS VBP IN DT NN RB . .
"Then , in terms of economy , he has also been unable to keep the economic heat on .","RB , IN NNS IN NN , PRP VBZ RB VBN JJ TO VB DT JJ NN RP ."
Number one he 's going to argue that he had no idea that Darryl Littlejohn aka B as he is known at the bar was on parole and was not allowed to be working there /.,NN CD PRP VBZ VBG TO VB IN PRP VBD DT NN IN NNP NNP RB NNP IN PRP VBZ VBN IN DT NN VBD IN NN CC VBD RB VBN TO VB VBG RB .
A lot of observers of Lebanon blame Syria 's interference in Lebanese politics over the years most recently getting the parliament to extend your term of office for another term for another three years as being responsible for this current wave of anti-Syrian attitudes reflected in the elections that have occured over these past few weeks /.,DT NN IN NNS IN NNP VBP NNP POS NN IN JJ NNS IN DT NNS RBS RB VBG DT NN TO VB PRP$ NN IN NN IN DT NN IN DT CD NNS IN VBG JJ IN DT JJ NN IN JJ NNS VBN IN DT NNS WDT VBP VBN IN DT JJ JJ NNS .
but it 's hard /.,CC PRP VBZ JJ .
and we 're hopeful that under the new leadership that they 'll continue to do that /.,CC PRP VBP JJ IN IN DT JJ NN IN PRP MD VB TO VB DT .
and by the way it 's all one Rwanda right now as we were talking /.,CC IN DT NN PRP VBZ DT CD NNP RB RB IN PRP VBD VBG .
"Well , some people say that as China 's economy is growing , Japan is getting somewhat jealous .","UH , DT NNS VBP IN IN NNP POS NN VBZ VBG , NNP VBZ VBG RB JJ ."
The US has kept quiet on the issue of Yasukuni Shrine because it wants to get along with everyone .,DT NNP VBZ VBN JJ IN DT NN IN NNP NNP IN PRP VBZ TO VB RP IN NN .
and so suddenly he decided to cloak himself as a supporter of the President in his tv ads /.,CC RB RB PRP VBD TO VB PRP IN DT NN IN DT NNP IN PRP$ NN NNS .
So to change things that is a good idea /.,RB TO VB NNS DT VBZ DT JJ NN .
and you 've been studying this for more than thirty years /.,CC PRP VBP VBN VBG DT IN JJR IN CD NNS .
Like I said he had friends just like anybody else /.,IN PRP VBD PRP VBD NNS RB IN NN RB .
We talk about forgiveness /.,PRP VBP IN NN .
The head of the Senate Intelligence Committee /.,DT NN IN DT NNP NNP NNP .
Alright um District Attorney Jordan let me start with you /.,UH UH NNP NNP NNP VBD PRP VB IN PRP .
Senator Schumer as you well know in Connecticut your colleague and friend and former vice-presidential candidate Joe Lieberman has a heated primary race on his hands against anti-war candidate Ned Lamont /.,NNP NNP IN PRP RB VBP IN NNP PRP$ NN CC NN CC JJ JJ NN NNP NNP VBZ DT JJ NN NN IN PRP$ NNS IN JJ NN NNP NNP .
These people are doing something that is quite unknown in the Middle East /.,DT NNS VBP VBG NN WDT VBZ RB JJ IN DT NNP NNP .
and it 's many times taken out of context /.,CC PRP VBZ JJ NNS VBN IN IN NN .
"I want you to listen to what he said a few weeks ago , what he told Larry King and what he told me on Thursday /.","PRP VBP PRP TO VB IN WP PRP VBD DT JJ NNS RB , WP PRP VBD NNP NNP CC WP PRP VBD PRP IN NNP ."
and I am just determined to do it /.,CC PRP VBP RB JJ TO VB PRP .
"Right now , Abramov is being treated in the hospital , but his life is already out of danger .","RB RB , NNP VBZ VBG VBN IN DT NN , CC PRP$ NN VBZ RB IN IN NN ."
